5	50	100	
0	4	50	
1	37	9	
2	20	59	
3	77	75	
4	90	13	
10	67	16	10
11	8	63	10
12	0	54	10
13	86	76	10
14	89	33	10
15	45	93	10
16	64	17	10
17	27	20	10
18	13	53	10
19	50	13	10
20	92	35	10
21	39	43	10
22	55	29	10
23	9	96	10
24	18	12	10
25	4	85	10
26	68	91	10
27	2	69	10
28	75	6	10
29	52	54	10
30	9	23	10
31	18	68	10
32	89	61	10
33	66	97	10
34	100	86	10
35	84	24	10
36	53	13	10
37	95	92	10
38	10	11	10
39	14	96	10
40	2	35	10
41	35	87	10
42	28	64	10
43	38	50	10
44	79	47	10
45	9	54	10
46	63	27	10
47	23	52	10
48	31	36	10
49	54	40	10
50	29	93	10
51	39	27	10
52	20	70	10
53	21	95	10
54	43	64	10
55	12	35	10
56	3	68	10
57	98	90	10
58	23	29	10
59	91	60	10
