5	100	100	
0	66	62	
1	63	28	
2	52	31	
3	84	39	
4	77	47	
20	86	40	10
21	76	11	10
22	94	17	10
23	60	98	10
24	60	89	10
25	72	50	10
26	81	13	10
27	11	89	10
28	43	42	10
29	32	10	10
30	94	44	10
31	54	86	10
32	28	85	10
33	5	76	10
34	69	96	10
35	29	55	10
36	52	65	10
37	99	48	10
38	92	52	10
39	1	44	10
40	26	84	10
41	42	96	10
42	37	52	10
43	45	57	10
44	52	83	10
45	88	63	10
46	5	96	10
47	71	80	10
48	83	11	10
49	77	93	10
50	48	52	10
51	78	35	10
52	73	28	10
53	58	76	10
54	55	69	10
55	55	68	10
56	24	25	10
57	74	89	10
58	56	1	10
59	15	86	10
60	51	59	10
61	53	6	10
62	20	20	10
63	31	0	10
64	34	58	10
65	47	0	10
66	68	79	10
67	99	54	10
68	93	41	10
69	5	40	10
70	48	3	10
71	49	63	10
72	98	16	10
73	92	89	10
74	97	89	10
75	81	15	10
76	84	88	10
77	2	12	10
78	15	79	10
79	75	77	10
80	71	67	10
81	35	2	10
82	79	69	10
83	50	60	10
84	32	56	10
85	43	14	10
86	43	90	10
87	61	56	10
88	99	69	10
89	64	73	10
90	49	39	10
91	47	98	10
92	83	20	10
93	54	92	10
94	14	35	10
95	75	22	10
96	44	86	10
97	94	28	10
98	5	7	10
99	76	5	10
100	79	63	10
101	46	80	10
102	8	4	10
103	65	57	10
104	93	69	10
105	80	23	10
106	43	84	10
107	7	1	10
108	73	82	10
109	61	89	10
110	43	51	10
111	49	46	10
112	63	36	10
113	16	18	10
114	67	38	10
115	12	81	10
116	93	17	10
117	61	37	10
118	62	81	10
119	60	69	10
