20	100	100	
0	28	98	
1	12	69	
2	98	59	
3	17	70	
4	56	4	
5	9	99	
6	96	93	
7	33	59	
8	9	93	
9	95	19	
10	65	48	
11	21	91	
12	7	7	
13	60	1	
14	5	13	
15	52	29	
16	17	48	
17	94	76	
18	15	7	
19	96	87	
20	39	96	10
21	60	30	10
22	51	40	10
23	27	57	10
24	43	41	10
25	67	15	10
26	11	62	10
27	84	16	10
28	65	46	10
29	37	4	10
30	83	91	10
31	16	65	10
32	40	6	10
33	89	19	10
34	4	90	10
35	99	4	10
36	45	50	10
37	9	24	10
38	80	29	10
39	88	81	10
40	78	71	10
41	80	54	10
42	92	6	10
43	20	30	10
44	61	20	10
45	72	14	10
46	9	25	10
47	62	16	10
48	10	83	10
49	6	50	10
50	4	44	10
51	4	35	10
52	67	65	10
53	76	48	10
54	77	13	10
55	11	26	10
56	38	33	10
57	50	75	10
58	53	16	10
59	47	27	10
60	32	93	10
61	18	72	10
62	66	70	10
63	73	18	10
64	67	20	10
65	92	73	10
66	85	31	10
67	68	74	10
68	89	92	10
69	20	7	10
70	28	40	10
71	7	91	10
72	2	63	10
73	72	91	10
74	16	97	10
75	16	3	10
76	51	37	10
77	91	44	10
78	8	21	10
79	37	88	10
80	66	2	10
81	69	71	10
82	100	55	10
83	38	73	10
84	2	12	10
85	84	52	10
86	2	16	10
87	56	29	10
88	69	4	10
89	75	99	10
90	50	21	10
91	19	34	10
92	5	51	10
93	30	35	10
94	20	30	10
95	35	23	10
96	34	50	10
97	52	56	10
98	97	31	10
99	94	26	10
100	99	37	10
101	86	42	10
102	11	24	10
103	32	39	10
104	72	53	10
105	19	54	10
106	68	8	10
107	58	56	10
108	51	16	10
109	74	39	10
110	34	95	10
111	67	94	10
112	15	72	10
113	21	10	10
114	11	50	10
115	18	22	10
116	63	40	10
117	8	24	10
118	71	72	10
119	76	49	10
