10	100	100	
0	74	79	
1	40	51	
2	98	80	
3	90	10	
4	18	69	
5	47	12	
6	44	27	
7	97	78	
8	68	49	
9	20	14	
20	42	57	10
21	18	5	10
22	0	85	10
23	75	47	10
24	9	90	10
25	16	57	10
26	40	79	10
27	10	44	10
28	28	0	10
29	62	22	10
30	68	89	10
31	22	58	10
32	16	96	10
33	64	75	10
34	52	62	10
35	6	57	10
36	84	21	10
37	40	71	10
38	8	23	10
39	76	38	10
40	17	57	10
41	94	70	10
42	72	73	10
43	6	84	10
44	84	12	10
45	63	51	10
46	38	42	10
47	45	51	10
48	28	73	10
49	48	88	10
50	6	73	10
51	66	9	10
52	1	90	10
53	44	96	10
54	82	85	10
55	84	44	10
56	51	34	10
57	95	30	10
58	42	15	10
59	82	48	10
60	33	82	10
61	4	5	10
62	87	8	10
63	73	87	10
64	67	76	10
65	11	37	10
66	35	95	10
67	35	90	10
68	95	43	10
69	59	78	10
70	74	22	10
71	24	77	10
72	32	93	10
73	39	49	10
74	82	2	10
75	25	99	10
76	99	15	10
77	14	96	10
78	60	78	10
79	80	85	10
80	33	82	10
81	24	26	10
82	9	22	10
83	88	63	10
84	65	93	10
85	69	23	10
86	45	36	10
87	81	49	10
88	81	67	10
89	31	46	10
90	0	99	10
91	83	47	10
92	67	68	10
93	98	28	10
94	25	7	10
95	40	57	10
96	67	16	10
97	7	70	10
98	57	75	10
99	98	70	10
100	4	21	10
101	15	95	10
102	90	41	10
103	99	94	10
104	57	29	10
105	1	16	10
106	68	83	10
107	81	70	10
108	5	30	10
109	80	65	10
110	66	72	10
111	42	29	10
112	27	12	10
113	80	28	10
114	35	84	10
115	80	88	10
116	94	82	10
117	66	16	10
118	11	77	10
119	89	91	10
