10	50	100	
0	74	70	
1	43	2	
2	63	75	
3	2	65	
4	4	74	
5	76	22	
6	67	82	
7	96	14	
8	5	37	
9	50	39	
10	49	23	10
11	27	88	10
12	20	98	10
13	95	12	10
14	54	5	10
15	15	69	10
16	8	11	10
17	89	76	10
18	13	18	10
19	35	27	10
20	81	89	10
21	83	45	10
22	64	59	10
23	34	50	10
24	14	39	10
25	48	78	10
26	33	47	10
27	8	24	10
28	98	15	10
29	26	62	10
30	19	18	10
31	55	62	10
32	61	84	10
33	17	7	10
34	83	86	10
35	83	49	10
36	74	61	10
37	24	48	10
38	56	1	10
39	88	72	10
40	68	64	10
41	4	40	10
42	98	68	10
43	36	51	10
44	28	48	10
45	29	59	10
46	92	49	10
47	90	21	10
48	29	26	10
49	33	78	10
50	88	72	10
51	18	93	10
52	94	34	10
53	99	12	10
54	30	76	10
55	3	52	10
56	41	17	10
57	85	16	10
58	97	9	10
59	67	84	10
