20	75	100	
0	95	91	
1	14	28	
2	68	70	
3	2	95	
4	52	24	
5	75	23	
6	92	15	
7	42	26	
8	33	92	
9	28	4	
10	78	56	
11	35	23	
12	72	95	
13	43	28	
14	69	86	
15	33	83	
16	81	17	
17	36	88	
18	82	59	
19	98	19	
20	97	19	10
21	41	27	10
22	34	78	10
23	22	13	10
24	36	89	10
25	59	73	10
26	43	46	10
27	16	75	10
28	90	79	10
29	49	66	10
30	20	35	10
31	6	26	10
32	57	70	10
33	29	82	10
34	35	58	10
35	89	90	10
36	91	64	10
37	44	16	10
38	51	7	10
39	77	35	10
40	45	19	10
41	52	4	10
42	77	50	10
43	43	97	10
44	91	39	10
45	99	87	10
46	42	65	10
47	72	19	10
48	70	47	10
49	55	7	10
50	35	43	10
51	29	19	10
52	23	96	10
53	23	81	10
54	60	27	10
55	15	51	10
56	39	89	10
57	4	65	10
58	100	9	10
59	100	23	10
60	43	61	10
61	84	12	10
62	25	29	10
63	32	88	10
64	11	58	10
65	80	5	10
66	14	93	10
67	0	27	10
68	50	85	10
69	99	4	10
70	73	64	10
71	78	5	10
72	100	74	10
73	88	22	10
74	92	18	10
75	34	95	10
76	49	55	10
77	3	13	10
78	100	67	10
79	34	21	10
80	80	33	10
81	68	6	10
82	21	13	10
83	17	21	10
84	61	75	10
85	42	93	10
86	92	52	10
87	1	4	10
88	54	81	10
89	14	53	10
90	54	80	10
91	37	58	10
92	22	6	10
93	68	17	10
94	48	62	10
