20	100	100	
0	46	5	
1	5	74	
2	5	100	
3	26	48	
4	38	58	
5	48	48	
6	38	5	
7	37	23	
8	67	57	
9	67	69	
10	37	60	
11	73	90	
12	71	95	
13	6	19	
14	88	76	
15	25	2	
16	79	28	
17	91	57	
18	11	96	
19	61	56	
20	36	23	10
21	40	49	10
22	60	42	10
23	3	52	10
24	53	14	10
25	27	53	10
26	21	89	10
27	98	74	10
28	76	4	10
29	91	68	10
30	82	36	10
31	83	2	10
32	99	64	10
33	30	71	10
34	9	7	10
35	91	7	10
36	85	17	10
37	83	24	10
38	40	17	10
39	40	37	10
40	84	26	10
41	13	32	10
42	44	61	10
43	96	87	10
44	55	29	10
45	74	59	10
46	65	21	10
47	86	7	10
48	67	47	10
49	96	19	10
50	3	19	10
51	34	90	10
52	70	76	10
53	31	70	10
54	57	61	10
55	44	74	10
56	75	29	10
57	48	70	10
58	71	20	10
59	18	17	10
60	8	23	10
61	32	71	10
62	97	41	10
63	5	96	10
64	58	91	10
65	72	14	10
66	17	88	10
67	68	14	10
68	56	33	10
69	46	42	10
70	71	22	10
71	63	50	10
72	42	11	10
73	48	55	10
74	98	30	10
75	55	17	10
76	53	99	10
77	67	52	10
78	74	7	10
79	73	49	10
80	16	20	10
81	93	64	10
82	55	76	10
83	68	34	10
84	18	55	10
85	92	84	10
86	64	77	10
87	59	1	10
88	2	66	10
89	84	27	10
90	40	31	10
91	37	73	10
92	8	99	10
93	88	97	10
94	58	60	10
95	54	57	10
96	16	83	10
97	30	73	10
98	56	16	10
99	51	13	10
100	42	44	10
101	4	88	10
102	7	61	10
103	33	35	10
104	47	59	10
105	66	92	10
106	97	93	10
107	26	66	10
108	25	83	10
109	26	75	10
110	6	55	10
111	69	76	10
112	76	5	10
113	22	98	10
114	79	38	10
115	43	79	10
116	43	94	10
117	87	94	10
118	96	31	10
119	87	56	10
