10	100	100	
0	73	23	
1	68	20	
2	69	54	
3	63	66	
4	49	36	
5	13	1	
6	62	85	
7	34	60	
8	94	51	
9	54	34	
20	13	96	10
21	77	95	10
22	33	73	10
23	49	10	10
24	23	2	10
25	84	26	10
26	0	48	10
27	51	31	10
28	16	26	10
29	60	35	10
30	95	9	10
31	6	22	10
32	43	39	10
33	13	34	10
34	66	42	10
35	98	91	10
36	33	44	10
37	51	19	10
38	62	85	10
39	44	94	10
40	46	71	10
41	34	32	10
42	48	47	10
43	22	48	10
44	58	22	10
45	20	90	10
46	48	47	10
47	22	30	10
48	15	4	10
49	85	74	10
50	22	81	10
51	52	16	10
52	22	74	10
53	29	21	10
54	61	79	10
55	7	23	10
56	26	68	10
57	23	7	10
58	70	46	10
59	74	28	10
60	72	56	10
61	15	44	10
62	1	83	10
63	28	80	10
64	13	26	10
65	11	37	10
66	18	81	10
67	40	48	10
68	84	57	10
69	20	33	10
70	59	32	10
71	90	74	10
72	67	80	10
73	2	64	10
74	43	16	10
75	13	62	10
76	56	59	10
77	25	3	10
78	23	91	10
79	3	96	10
80	32	62	10
81	23	32	10
82	79	95	10
83	21	51	10
84	83	81	10
85	21	1	10
86	85	42	10
87	53	86	10
88	58	48	10
89	90	84	10
90	76	37	10
91	96	97	10
92	41	45	10
93	37	74	10
94	30	47	10
95	78	59	10
96	52	64	10
97	26	19	10
98	40	31	10
99	39	6	10
100	13	12	10
101	44	77	10
102	22	27	10
103	95	94	10
104	66	42	10
105	24	84	10
106	64	52	10
107	26	91	10
108	96	25	10
109	61	25	10
110	36	96	10
111	46	45	10
112	38	36	10
113	77	94	10
114	20	39	10
115	39	68	10
116	84	18	10
117	6	18	10
118	10	51	10
119	80	65	10
