5	100	100	
0	52	9	
1	60	6	
2	5	8	
3	18	70	
4	81	53	
20	34	65	10
21	36	37	10
22	93	95	10
23	46	6	10
24	81	83	10
25	54	28	10
26	55	4	10
27	81	86	10
28	5	32	10
29	95	63	10
30	84	12	10
31	73	85	10
32	6	82	10
33	3	28	10
34	54	51	10
35	69	19	10
36	60	86	10
37	10	84	10
38	96	1	10
39	77	58	10
40	49	23	10
41	4	50	10
42	8	56	10
43	34	55	10
44	50	14	10
45	9	9	10
46	56	86	10
47	92	94	10
48	11	57	10
49	10	32	10
50	56	38	10
51	48	37	10
52	91	28	10
53	96	47	10
54	54	53	10
55	29	40	10
56	82	50	10
57	70	37	10
58	2	78	10
59	3	99	10
60	11	92	10
61	13	5	10
62	11	52	10
63	8	33	10
64	60	20	10
65	85	97	10
66	40	81	10
67	64	27	10
68	86	70	10
69	77	95	10
70	98	21	10
71	75	54	10
72	43	17	10
73	58	82	10
74	2	79	10
75	91	17	10
76	72	58	10
77	97	38	10
78	4	72	10
79	54	27	10
80	2	13	10
81	20	29	10
82	7	69	10
83	62	83	10
84	92	91	10
85	22	64	10
86	73	22	10
87	40	30	10
88	73	37	10
89	60	14	10
90	14	52	10
91	6	59	10
92	77	64	10
93	10	23	10
94	49	2	10
95	7	61	10
96	15	77	10
97	59	31	10
98	34	0	10
99	75	69	10
100	30	98	10
101	60	19	10
102	31	47	10
103	8	69	10
104	27	63	10
105	15	18	10
106	12	75	10
107	78	38	10
108	71	28	10
109	87	81	10
110	31	52	10
111	36	42	10
112	5	75	10
113	7	34	10
114	53	97	10
115	34	29	10
116	11	29	10
117	70	20	10
118	37	46	10
119	92	66	10
