10	100	100	
0	69	34	
1	3	79	
2	74	28	
3	95	86	
4	49	25	
5	60	52	
6	40	32	
7	81	24	
8	44	25	
9	86	59	
20	90	61	10
21	10	82	10
22	17	89	10
23	86	77	10
24	91	97	10
25	98	34	10
26	66	97	10
27	2	57	10
28	38	44	10
29	50	69	10
30	83	98	10
31	6	26	10
32	41	81	10
33	73	53	10
34	59	76	10
35	88	41	10
36	83	61	10
37	92	35	10
38	64	100	10
39	97	34	10
40	91	26	10
41	82	55	10
42	86	26	10
43	99	0	10
44	13	87	10
45	96	4	10
46	61	15	10
47	13	85	10
48	81	33	10
49	78	67	10
50	25	65	10
51	97	44	10
52	51	2	10
53	42	64	10
54	69	1	10
55	91	45	10
56	54	56	10
57	15	8	10
58	97	30	10
59	80	3	10
60	70	97	10
61	27	22	10
62	42	77	10
63	62	24	10
64	79	15	10
65	72	11	10
66	91	15	10
67	54	81	10
68	31	99	10
69	15	95	10
70	23	8	10
71	25	31	10
72	67	25	10
73	94	82	10
74	76	31	10
75	55	21	10
76	43	80	10
77	82	43	10
78	93	38	10
79	30	76	10
80	30	75	10
81	99	90	10
82	55	76	10
83	64	97	10
84	30	58	10
85	27	25	10
86	61	92	10
87	31	15	10
88	76	69	10
89	51	15	10
90	29	46	10
91	19	16	10
92	5	27	10
93	41	6	10
94	94	92	10
95	30	31	10
96	53	71	10
97	84	74	10
98	86	88	10
99	89	90	10
100	18	95	10
101	0	24	10
102	96	66	10
103	55	99	10
104	1	72	10
105	15	33	10
106	73	18	10
107	37	71	10
108	42	78	10
109	0	12	10
110	63	76	10
111	49	84	10
112	94	87	10
113	76	13	10
114	78	95	10
115	9	16	10
116	93	70	10
117	34	73	10
118	5	79	10
119	15	93	10
